launch_time,users,converted_users,event_time,busy,available
2024-01-03 04:34:00,10,4,2024-01-03 04:34:00,80,10
2024-01-03 04:35:00,9,2,2024-01-03 04:35:00,79,11
2024-01-03 04:36:00,22,2,2024-01-03 04:36:00,75,15
2024-01-03 04:37:00,13,3,2024-01-03 04:37:00,74,11
2024-01-03 04:38:00,15,0,2024-01-03 04:38:00,69,3
2024-01-03 04:39:00,18,3,2024-01-03 04:39:00,69,1
2024-01-03 04:40:00,11,1,2024-01-03 04:40:00,61,7
2024-01-03 04:41:00,13,3,2024-01-03 04:41:00,63,2
2024-01-03 04:42:00,14,1,2024-01-03 04:42:00,65,0
2024-01-03 04:43:00,12,1,2024-01-03 04:43:00,56,4
2024-01-03 04:44:00,12,2,2024-01-03 04:44:00,54,5
2024-01-03 04:45:00,16,1,2024-01-03 04:45:00,57,2
2024-01-03 04:46:00,15,0,2024-01-03 04:46:00,52,7
2024-01-03 04:47:00,17,0,2024-01-03 04:47:00,55,5
2024-01-03 04:48:00,14,0,2024-01-03 04:48:00,49,11
2024-01-03 04:49:00,15,0,2024-01-03 04:49:00,57,3
2024-01-03 04:50:00,12,0,2024-01-03 04:50:00,51,7
2024-01-03 04:51:00,19,0,2024-01-03 04:51:00,56,2
2024-01-03 04:52:00,9,2,2024-01-03 04:52:00,56,4
2024-01-03 04:53:00,12,0,2024-01-03 04:53:00,56,5
2024-01-03 04:54:00,13,0,2024-01-03 04:54:00,55,6
2024-01-03 04:55:00,15,4,2024-01-03 04:55:00,45,18
2024-01-03 04:56:00,12,2,2024-01-03 04:56:00,53,10
2024-01-03 04:57:00,15,2,2024-01-03 04:57:00,58,7
2024-01-03 04:58:00,13,1,2024-01-03 04:58:00,62,4
2024-01-03 04:59:00,11,0,2024-01-03 04:59:00,56,9
2024-01-03 05:00:00,12,0,2024-01-03 05:00:00,56,7
2024-01-03 05:01:00,10,2,2024-01-03 05:01:00,54,9
2024-01-03 05:02:00,15,1,2024-01-03 05:02:00,57,5
2024-01-03 05:03:00,14,1,2024-01-03 05:03:00,55,7
2024-01-03 05:04:00,10,1,2024-01-03 05:04:00,57,5
2024-01-03 05:05:00,4,1,2024-01-03 05:05:00,54,9
2024-01-03 05:06:00,8,1,2024-01-03 05:06:00,56,7
2024-01-03 05:07:00,17,1,2024-01-03 05:07:00,57,7
2024-01-03 05:08:00,13,0,2024-01-03 05:08:00,63,0
2024-01-03 05:09:00,18,5,2024-01-03 05:09:00,58,5
2024-01-03 05:10:00,19,4,2024-01-03 05:10:00,50,13
2024-01-03 05:11:00,10,0,2024-01-03 05:11:00,57,11
2024-01-03 05:12:00,10,5,2024-01-03 05:12:00,58,11
2024-01-03 05:13:00,21,0,2024-01-03 05:13:00,72,6
2024-01-03 05:14:00,9,1,2024-01-03 05:14:00,75,4
2024-01-03 05:15:00,12,4,2024-01-03 05:15:00,70,19
2024-01-03 05:16:00,7,0,2024-01-03 05:16:00,75,14
2024-01-03 05:17:00,18,3,2024-01-03 05:17:00,80,9
2024-01-03 05:18:00,10,1,2024-01-03 05:18:00,80,9
2024-01-03 05:19:00,9,1,2024-01-03 05:19:00,72,18
2024-01-03 05:20:00,18,1,2024-01-03 05:20:00,75,15
2024-01-03 05:21:00,7,2,2024-01-03 05:21:00,81,9
2024-01-03 05:22:00,9,1,2024-01-03 05:22:00,72,6
2024-01-03 05:23:00,10,2,2024-01-03 05:23:00,66,11
2024-01-03 05:24:00,13,0,2024-01-03 05:24:00,66,10
2024-01-03 05:25:00,8,0,2024-01-03 05:25:00,61,15
2024-01-03 05:26:00,14,0,2024-01-03 05:26:00,61,13
2024-01-03 05:27:00,9,4,2024-01-03 05:27:00,56,18
2024-01-03 05:28:00,10,4,2024-01-03 05:28:00,62,12
2024-01-03 05:29:00,16,0,2024-01-03 05:29:00,70,4
2024-01-03 05:30:00,10,2,2024-01-03 05:30:00,58,16
2024-01-03 05:31:00,10,3,2024-01-03 05:31:00,61,13
2024-01-03 05:32:00,13,3,2024-01-03 05:32:00,61,10
2024-01-03 05:33:00,11,4,2024-01-03 05:33:00,55,16
2024-01-03 05:34:00,12,5,2024-01-03 05:34:00,57,14
2024-01-03 05:35:00,18,0,2024-01-03 05:35:00,65,15
2024-01-03 05:36:00,13,3,2024-01-03 05:36:00,64,15
2024-01-03 05:37:00,13,1,2024-01-03 05:37:00,66,11
2024-01-03 05:38:00,7,2,2024-01-03 05:38:00,52,16
2024-01-03 05:39:00,16,1,2024-01-03 05:39:00,59,9
2024-01-03 05:40:00,14,4,2024-01-03 05:40:00,67,10
2024-01-03 05:41:00,15,2,2024-01-03 05:41:00,68,11
2024-01-03 05:42:00,12,1,2024-01-03 05:42:00,66,15
2024-01-03 05:43:00,11,0,2024-01-03 05:43:00,68,14
2024-01-03 05:44:00,14,1,2024-01-03 05:44:00,75,6
2024-01-03 05:45:00,11,0,2024-01-03 05:45:00,75,5
2024-01-03 05:46:00,10,4,2024-01-03 05:46:00,78,5
2024-01-03 05:47:00,9,1,2024-01-03 05:47:00,68,19
2024-01-03 05:48:00,11,1,2024-01-03 05:48:00,64,24
2024-01-03 05:49:00,17,5,2024-01-03 05:49:00,64,25
2024-01-03 05:50:00,13,2,2024-01-03 05:50:00,63,25
2024-01-03 05:51:00,7,3,2024-01-03 05:51:00,66,22
2024-01-03 05:52:00,16,4,2024-01-03 05:52:00,57,31
2024-01-03 05:53:00,12,0,2024-01-03 05:53:00,67,23
2024-01-03 05:54:00,9,2,2024-01-03 05:54:00,80,11
2024-01-03 05:55:00,15,1,2024-01-03 05:55:00,86,16
2024-01-03 05:56:00,16,1,2024-01-03 05:56:00,82,20
2024-01-03 05:57:00,14,2,2024-01-03 05:57:00,84,18
2024-01-03 05:58:00,14,3,2024-01-03 05:58:00,88,14
2024-01-03 05:59:00,10,2,2024-01-03 05:59:00,92,16
2024-01-03 06:00:00,8,1,2024-01-03 06:00:00,92,13
2024-01-03 06:01:00,14,3,2024-01-03 06:01:00,82,22
2024-01-03 06:02:00,7,3,2024-01-03 06:02:00,82,18
2024-01-03 06:03:00,14,4,2024-01-03 06:03:00,79,28
2024-01-03 06:04:00,11,1,2024-01-03 06:04:00,93,15
2024-01-03 06:05:00,12,3,2024-01-03 06:05:00,84,29
2024-01-03 06:06:00,10,2,2024-01-03 06:06:00,90,23
2024-01-03 06:07:00,11,4,2024-01-03 06:07:00,103,12
2024-01-03 06:08:00,11,0,2024-01-03 06:08:00,106,9
2024-01-03 06:09:00,16,3,2024-01-03 06:09:00,104,11
2024-01-03 06:10:00,16,6,2024-01-03 06:10:00,99,16
2024-01-03 06:11:00,9,2,2024-01-03 06:11:00,87,26
2024-01-03 06:12:00,9,0,2024-01-03 06:12:00,101,25
2024-01-03 06:13:00,12,2,2024-01-03 06:13:00,102,27
2024-01-03 06:14:00,10,2,2024-01-03 06:14:00,109,27
2024-01-03 06:15:00,13,6,2024-01-03 06:15:00,118,18
2024-01-03 06:16:00,13,0,2024-01-03 06:16:00,118,20
2024-01-03 06:17:00,11,4,2024-01-03 06:17:00,122,16
2024-01-03 06:18:00,16,0,2024-01-03 06:18:00,110,37
2024-01-03 06:19:00,6,1,2024-01-03 06:19:00,106,43
2024-01-03 06:20:00,14,2,2024-01-03 06:20:00,131,18
2024-01-03 06:21:00,13,4,2024-01-03 06:21:00,107,42
2024-01-03 06:22:00,11,2,2024-01-03 06:22:00,127,20
2024-01-03 06:23:00,12,0,2024-01-03 06:23:00,120,22
2024-01-03 06:24:00,12,3,2024-01-03 06:24:00,120,22
2024-01-03 06:25:00,11,5,2024-01-03 06:25:00,122,24
2024-01-03 06:26:00,17,2,2024-01-03 06:26:00,120,26
2024-01-03 06:27:00,16,2,2024-01-03 06:27:00,128,15
2024-01-03 06:28:00,18,1,2024-01-03 06:28:00,131,11
2024-01-03 06:29:00,15,6,2024-01-03 06:29:00,122,22
2024-01-03 06:30:00,19,4,2024-01-03 06:30:00,116,27
2024-01-03 06:31:00,14,2,2024-01-03 06:31:00,113,30
2024-01-03 06:32:00,18,6,2024-01-03 06:32:00,126,17
2024-01-03 06:33:00,11,2,2024-01-03 06:33:00,108,25
2024-01-03 06:34:00,6,0,2024-01-03 06:34:00,98,36
2024-01-03 06:35:00,10,1,2024-01-03 06:35:00,94,40
2024-01-03 06:36:00,15,6,2024-01-03 06:36:00,102,43
2024-01-03 06:37:00,10,2,2024-01-03 06:37:00,106,41
2024-01-03 06:38:00,12,3,2024-01-03 06:38:00,112,34
2024-01-03 06:39:00,10,0,2024-01-03 06:39:00,103,43
2024-01-03 06:40:00,16,7,2024-01-03 06:40:00,110,49
2024-01-03 06:41:00,11,4,2024-01-03 06:41:00,117,43
2024-01-03 06:42:00,16,5,2024-01-03 06:42:00,126,35
2024-01-03 06:43:00,9,0,2024-01-03 06:43:00,128,30
2024-01-03 06:44:00,9,3,2024-01-03 06:44:00,132,24
2024-01-03 06:45:00,5,1,2024-01-03 06:45:00,124,39
2024-01-03 06:46:00,14,3,2024-01-03 06:46:00,130,38
2024-01-03 06:47:00,12,2,2024-01-03 06:47:00,116,48
2024-01-03 06:48:00,11,1,2024-01-03 06:48:00,121,45
2024-01-03 06:49:00,12,2,2024-01-03 06:49:00,133,36
2024-01-03 06:50:00,18,3,2024-01-03 06:50:00,130,42
2024-01-03 06:51:00,7,1,2024-01-03 06:51:00,138,35
2024-01-03 06:52:00,13,2,2024-01-03 06:52:00,145,27
2024-01-03 06:53:00,8,1,2024-01-03 06:53:00,126,46
2024-01-03 06:54:00,18,6,2024-01-03 06:54:00,117,39
2024-01-03 06:55:00,11,5,2024-01-03 06:55:00,123,33
2024-01-03 06:56:00,18,3,2024-01-03 06:56:00,131,29
2024-01-03 06:57:00,7,0,2024-01-03 06:57:00,127,34
2024-01-03 06:58:00,15,5,2024-01-03 06:58:00,126,34
2024-01-03 06:59:00,10,1,2024-01-03 06:59:00,136,24
2024-01-03 07:00:00,17,4,2024-01-03 07:00:00,142,19
2024-01-03 07:01:00,20,2,2024-01-03 07:01:00,147,14
2024-01-03 07:02:00,14,5,2024-01-03 07:02:00,147,14
2024-01-03 07:03:00,20,3,2024-01-03 07:03:00,147,14
2024-01-03 07:04:00,17,3,2024-01-03 07:04:00,143,16
2024-01-03 07:05:00,15,3,2024-01-03 07:05:00,152,12
2024-01-03 07:06:00,17,7,2024-01-03 07:06:00,149,19
2024-01-03 07:07:00,15,2,2024-01-03 07:07:00,151,17
2024-01-03 07:08:00,17,3,2024-01-03 07:08:00,142,24
2024-01-03 07:09:00,11,3,2024-01-03 07:09:00,134,33
2024-01-03 07:10:00,17,2,2024-01-03 07:10:00,130,43
2024-01-03 07:11:00,10,1,2024-01-03 07:11:00,129,32
2024-01-03 07:12:00,9,4,2024-01-03 07:12:00,132,29
2024-01-03 07:13:00,9,2,2024-01-03 07:13:00,133,28
2024-01-03 07:14:00,10,3,2024-01-03 07:14:00,136,20
2024-01-03 07:15:00,13,3,2024-01-03 07:15:00,149,17
2024-01-03 07:16:00,10,1,2024-01-03 07:16:00,148,18
2024-01-03 07:17:00,18,4,2024-01-03 07:17:00,121,45
2024-01-03 07:18:00,13,3,2024-01-03 07:18:00,121,45
2024-01-03 07:19:00,11,3,2024-01-03 07:19:00,143,23
2024-01-03 07:20:00,15,3,2024-01-03 07:20:00,124,42
2024-01-03 07:21:00,7,1,2024-01-03 07:21:00,114,52
2024-01-03 07:22:00,12,0,2024-01-03 07:22:00,133,33
2024-01-03 07:23:00,12,5,2024-01-03 07:23:00,122,44
2024-01-03 07:24:00,16,1,2024-01-03 07:24:00,125,41
2024-01-03 07:25:00,16,4,2024-01-03 07:25:00,129,34
2024-01-03 07:26:00,11,3,2024-01-03 07:26:00,144,20
2024-01-03 07:27:00,11,2,2024-01-03 07:27:00,136,27
2024-01-03 07:28:00,7,0,2024-01-03 07:28:00,118,45
2024-01-03 07:29:00,11,2,2024-01-03 07:29:00,109,54
2024-01-03 07:30:00,15,3,2024-01-03 07:30:00,118,45
2024-01-03 07:31:00,9,3,2024-01-03 07:31:00,137,27
2024-01-03 07:32:00,9,0,2024-01-03 07:32:00,131,39
2024-01-03 07:33:00,15,1,2024-01-03 07:33:00,127,43
2024-01-03 07:34:00,7,2,2024-01-03 07:34:00,124,46
2024-01-03 07:35:00,11,5,2024-01-03 07:35:00,122,49
2024-01-03 07:36:00,14,5,2024-01-03 07:36:00,132,39
2024-01-03 07:37:00,10,2,2024-01-03 07:37:00,107,64
2024-01-03 07:38:00,13,2,2024-01-03 07:38:00,116,55
2024-01-03 07:39:00,9,2,2024-01-03 07:39:00,147,24
2024-01-03 07:40:00,7,1,2024-01-03 07:40:00,147,23
2024-01-03 07:41:00,8,1,2024-01-03 07:41:00,137,28
2024-01-03 07:42:00,15,3,2024-01-03 07:42:00,142,23
2024-01-03 07:43:00,8,2,2024-01-03 07:43:00,142,23
2024-01-03 07:44:00,7,0,2024-01-03 07:44:00,136,29
2024-01-03 07:45:00,22,4,2024-01-03 07:45:00,141,24
2024-01-03 07:46:00,24,8,2024-01-03 07:46:00,120,56
2024-01-03 07:47:00,8,0,2024-01-03 07:47:00,139,38
2024-01-03 07:48:00,13,1,2024-01-03 07:48:00,152,27
2024-01-03 07:49:00,15,2,2024-01-03 07:49:00,163,18
2024-01-03 07:50:00,6,1,2024-01-03 07:50:00,145,37
2024-01-03 07:51:00,12,2,2024-01-03 07:51:00,133,49
2024-01-03 07:52:00,10,2,2024-01-03 07:52:00,143,36
2024-01-03 07:53:00,14,2,2024-01-03 07:53:00,144,36
2024-01-03 07:54:00,11,3,2024-01-03 07:54:00,133,46
2024-01-03 07:55:00,11,1,2024-01-03 07:55:00,127,52
2024-01-03 07:56:00,17,1,2024-01-03 07:56:00,104,63
2024-01-03 07:57:00,14,1,2024-01-03 07:57:00,121,48
2024-01-03 07:58:00,8,1,2024-01-03 07:58:00,122,44
2024-01-03 07:59:00,9,0,2024-01-03 07:59:00,127,39
2024-01-03 08:00:00,14,0,2024-01-03 08:00:00,136,34
2024-01-03 08:01:00,9,1,2024-01-03 08:01:00,141,29
2024-01-03 08:02:00,17,4,2024-01-03 08:02:00,146,24
2024-01-03 08:03:00,9,1,2024-01-03 08:03:00,147,23
2024-01-03 08:04:00,14,3,2024-01-03 08:04:00,148,20
2024-01-03 08:05:00,10,4,2024-01-03 08:05:00,136,32
2024-01-03 08:06:00,5,3,2024-01-03 08:06:00,140,28
2024-01-03 08:07:00,8,3,2024-01-03 08:07:00,141,27
2024-01-03 08:08:00,13,4,2024-01-03 08:08:00,132,36
2024-01-03 08:09:00,12,4,2024-01-03 08:09:00,134,35
2024-01-03 08:10:00,12,2,2024-01-03 08:10:00,133,36
2024-01-03 08:11:00,10,0,2024-01-03 08:11:00,114,58
2024-01-03 08:12:00,13,1,2024-01-03 08:12:00,108,63
2024-01-03 08:13:00,5,2,2024-01-03 08:13:00,136,47
2024-01-03 08:14:00,9,0,2024-01-03 08:14:00,119,65
2024-01-03 08:15:00,8,3,2024-01-03 08:15:00,135,45
2024-01-03 08:16:00,7,2,2024-01-03 08:16:00,115,63
2024-01-03 08:17:00,11,1,2024-01-03 08:17:00,136,45
2024-01-03 08:18:00,8,2,2024-01-03 08:18:00,124,51
2024-01-03 08:19:00,14,1,2024-01-03 08:19:00,133,40
2024-01-03 08:20:00,12,4,2024-01-03 08:20:00,109,64
2024-01-03 08:21:00,11,1,2024-01-03 08:21:00,127,46
2024-01-03 08:22:00,10,0,2024-01-03 08:22:00,116,57
2024-01-03 08:23:00,13,5,2024-01-03 08:23:00,135,37
2024-01-03 08:24:00,10,2,2024-01-03 08:24:00,131,31
2024-01-03 08:25:00,11,2,2024-01-03 08:25:00,128,45
2024-01-03 08:26:00,10,3,2024-01-03 08:26:00,126,47
2024-01-03 08:27:00,10,1,2024-01-03 08:27:00,131,40
2024-01-03 08:28:00,11,2,2024-01-03 08:28:00,146,25
2024-01-03 08:29:00,11,1,2024-01-03 08:29:00,125,46
2024-01-03 08:30:00,14,3,2024-01-03 08:30:00,110,61
2024-01-03 08:31:00,10,2,2024-01-03 08:31:00,125,44
2024-01-03 08:32:00,9,1,2024-01-03 08:32:00,107,51
2024-01-03 08:33:00,10,4,2024-01-03 08:33:00,116,37
2024-01-03 08:34:00,9,1,2024-01-03 08:34:00,117,35
2024-01-03 08:35:00,11,1,2024-01-03 08:35:00,114,39
2024-01-03 08:36:00,12,4,2024-01-03 08:36:00,124,29
2024-01-03 08:37:00,14,2,2024-01-03 08:37:00,125,28
2024-01-03 08:38:00,13,1,2024-01-03 08:38:00,111,42
2024-01-03 08:39:00,8,1,2024-01-03 08:39:00,113,40
2024-01-03 08:40:00,16,2,2024-01-03 08:40:00,120,32
2024-01-03 08:41:00,12,4,2024-01-03 08:41:00,118,31
2024-01-03 08:42:00,17,7,2024-01-03 08:42:00,121,32
2024-01-03 08:43:00,9,3,2024-01-03 08:43:00,126,29
2024-01-03 08:44:00,16,6,2024-01-03 08:44:00,115,45
2024-01-03 08:45:00,7,1,2024-01-03 08:45:00,96,63
2024-01-03 08:46:00,13,3,2024-01-03 08:46:00,116,43
2024-01-03 08:47:00,13,2,2024-01-03 08:47:00,129,30
2024-01-03 08:48:00,10,5,2024-01-03 08:48:00,123,36
2024-01-03 08:49:00,5,2,2024-01-03 08:49:00,120,39
2024-01-03 08:50:00,11,0,2024-01-03 08:50:00,119,41
2024-01-03 08:51:00,9,2,2024-01-03 08:51:00,108,53
2024-01-03 08:52:00,11,3,2024-01-03 08:52:00,124,37
2024-01-03 08:53:00,6,2,2024-01-03 08:53:00,132,27
2024-01-03 08:54:00,11,2,2024-01-03 08:54:00,126,27
2024-01-03 08:55:00,13,0,2024-01-03 08:55:00,102,38
2024-01-03 08:56:00,8,2,2024-01-03 08:56:00,105,35
2024-01-03 08:57:00,9,1,2024-01-03 08:57:00,109,31
2024-01-03 08:58:00,15,2,2024-01-03 08:58:00,126,14
2024-01-03 08:59:00,6,1,2024-01-03 08:59:00,128,12
2024-01-03 09:00:00,11,0,2024-01-03 09:00:00,116,26
2024-01-03 09:01:00,6,1,2024-01-03 09:01:00,102,43
2024-01-03 09:02:00,5,1,2024-01-03 09:02:00,90,47
2024-01-03 09:03:00,14,2,2024-01-03 09:03:00,108,23
2024-01-03 09:04:00,11,2,2024-01-03 09:04:00,104,28
2024-01-03 09:05:00,11,1,2024-01-03 09:05:00,100,33
2024-01-03 09:06:00,10,5,2024-01-03 09:06:00,92,40
2024-01-03 09:07:00,6,0,2024-01-03 09:07:00,111,20
2024-01-03 09:08:00,12,1,2024-01-03 09:08:00,97,34
2024-01-03 09:09:00,12,3,2024-01-03 09:09:00,88,43
2024-01-03 09:10:00,15,4,2024-01-03 09:10:00,107,23
2024-01-03 09:11:00,9,1,2024-01-03 09:11:00,94,41
2024-01-03 09:12:00,16,3,2024-01-03 09:12:00,94,41
2024-01-03 09:13:00,8,3,2024-01-03 09:13:00,96,39
2024-01-03 09:14:00,7,1,2024-01-03 09:14:00,105,33
2024-01-03 09:15:00,8,0,2024-01-03 09:15:00,88,62
2024-01-03 09:16:00,15,3,2024-01-03 09:16:00,96,58
2024-01-03 09:17:00,6,1,2024-01-03 09:17:00,110,45
2024-01-03 09:18:00,8,2,2024-01-03 09:18:00,104,53
2024-01-03 09:19:00,11,0,2024-01-03 09:19:00,101,64
2024-01-03 09:20:00,8,3,2024-01-03 09:20:00,98,67
2024-01-03 09:21:00,11,2,2024-01-03 09:21:00,110,55
2024-01-03 09:22:00,16,4,2024-01-03 09:22:00,101,69
2024-01-03 09:23:00,8,0,2024-01-03 09:23:00,117,49
2024-01-03 09:24:00,12,2,2024-01-03 09:24:00,117,52
2024-01-03 09:25:00,6,0,2024-01-03 09:25:00,114,55
2024-01-03 09:26:00,9,1,2024-01-03 09:26:00,131,38
2024-01-03 09:27:00,13,3,2024-01-03 09:27:00,135,34
2024-01-03 09:28:00,8,0,2024-01-03 09:28:00,147,22
2024-01-03 09:29:00,8,1,2024-01-03 09:29:00,139,29
2024-01-03 09:30:00,17,4,2024-01-03 09:30:00,133,39
2024-01-03 09:31:00,14,4,2024-01-03 09:31:00,145,31
2024-01-03 09:32:00,11,4,2024-01-03 09:32:00,150,26
2024-01-03 09:33:00,11,0,2024-01-03 09:33:00,141,29
2024-01-03 09:34:00,8,3,2024-01-03 09:34:00,151,24
2024-01-03 09:35:00,11,2,2024-01-03 09:35:00,143,32
2024-01-03 09:36:00,13,1,2024-01-03 09:36:00,144,31
2024-01-03 09:37:00,18,1,2024-01-03 09:37:00,141,35
2024-01-03 09:38:00,8,1,2024-01-03 09:38:00,134,42
2024-01-03 09:39:00,6,1,2024-01-03 09:39:00,146,29
2024-01-03 09:40:00,11,4,2024-01-03 09:40:00,130,46
2024-01-03 09:41:00,11,2,2024-01-03 09:41:00,129,39
2024-01-03 09:42:00,8,3,2024-01-03 09:42:00,134,33
2024-01-03 09:43:00,11,3,2024-01-03 09:43:00,138,26
2024-01-03 09:44:00,5,0,2024-01-03 09:44:00,126,37
2024-01-03 09:45:00,9,1,2024-01-03 09:45:00,142,23
2024-01-03 09:46:00,8,2,2024-01-03 09:46:00,114,51
2024-01-03 09:47:00,15,3,2024-01-03 09:47:00,100,65
2024-01-03 09:48:00,6,0,2024-01-03 09:48:00,110,66
2024-01-03 09:49:00,8,3,2024-01-03 09:49:00,122,54
2024-01-03 09:50:00,15,4,2024-01-03 09:50:00,128,45
2024-01-03 09:51:00,12,2,2024-01-03 09:51:00,115,64
2024-01-03 09:52:00,10,1,2024-01-03 09:52:00,128,51
2024-01-03 09:53:00,10,1,2024-01-03 09:53:00,120,60
2024-01-03 09:54:00,8,1,2024-01-03 09:54:00,117,64
2024-01-03 09:55:00,12,4,2024-01-03 09:55:00,109,74
2024-01-03 09:56:00,16,5,2024-01-03 09:56:00,133,49
2024-01-03 09:57:00,15,3,2024-01-03 09:57:00,122,61
2024-01-03 09:58:00,12,5,2024-01-03 09:58:00,140,43
2024-01-03 09:59:00,11,1,2024-01-03 09:59:00,150,32
2024-01-03 10:00:00,9,1,2024-01-03 10:00:00,132,51
2024-01-03 10:01:00,12,3,2024-01-03 10:01:00,119,64
2024-01-03 10:02:00,10,3,2024-01-03 10:02:00,105,78
2024-01-03 10:03:00,8,2,2024-01-03 10:03:00,130,53
2024-01-03 10:04:00,11,2,2024-01-03 10:04:00,125,52
2024-01-03 10:05:00,13,1,2024-01-03 10:05:00,135,45
2024-01-03 10:06:00,8,2,2024-01-03 10:06:00,134,52
2024-01-03 10:07:00,14,3,2024-01-03 10:07:00,141,45
2024-01-03 10:08:00,10,4,2024-01-03 10:08:00,146,34
2024-01-03 10:09:00,8,1,2024-01-03 10:09:00,126,54
2024-01-03 10:10:00,5,2,2024-01-03 10:10:00,113,68
2024-01-03 10:11:00,11,1,2024-01-03 10:11:00,108,73
2024-01-03 10:12:00,9,1,2024-01-03 10:12:00,120,61
2024-01-03 10:13:00,9,0,2024-01-03 10:13:00,142,42
2024-01-03 10:14:00,6,2,2024-01-03 10:14:00,145,42
2024-01-03 10:15:00,10,5,2024-01-03 10:15:00,140,45
2024-01-03 10:16:00,11,0,2024-01-03 10:16:00,145,38
2024-01-03 10:17:00,9,1,2024-01-03 10:17:00,113,56
2024-01-03 10:18:00,12,1,2024-01-03 10:18:00,127,43
2024-01-03 10:19:00,20,7,2024-01-03 10:19:00,119,51
2024-01-03 10:20:00,13,2,2024-01-03 10:20:00,112,58
2024-01-03 10:21:00,13,2,2024-01-03 10:21:00,106,79
2024-01-03 10:22:00,9,3,2024-01-03 10:22:00,117,68
2024-01-03 10:23:00,10,1,2024-01-03 10:23:00,116,67
2024-01-03 10:24:00,11,1,2024-01-03 10:24:00,111,71
2024-01-03 10:25:00,10,3,2024-01-03 10:25:00,117,65
2024-01-03 10:26:00,5,0,2024-01-03 10:26:00,132,53
2024-01-03 10:27:00,10,2,2024-01-03 10:27:00,149,35
2024-01-03 10:28:00,9,4,2024-01-03 10:28:00,142,39
2024-01-03 10:29:00,11,1,2024-01-03 10:29:00,127,45
2024-01-03 10:30:00,8,2,2024-01-03 10:30:00,108,66
2024-01-03 10:31:00,8,2,2024-01-03 10:31:00,105,68
2024-01-03 10:32:00,11,2,2024-01-03 10:32:00,103,48
2024-01-03 10:33:00,9,0,2024-01-03 10:33:00,112,39
2024-01-03 10:34:00,9,3,2024-01-03 10:34:00,111,40
2024-01-03 10:35:00,6,3,2024-01-03 10:35:00,102,49
2024-01-03 10:36:00,10,1,2024-01-03 10:36:00,90,61
2024-01-03 10:37:00,17,0,2024-01-03 10:37:00,96,55
2024-01-03 10:38:00,11,2,2024-01-03 10:38:00,80,71
2024-01-03 10:39:00,9,2,2024-01-03 10:39:00,87,75
2024-01-03 10:40:00,12,0,2024-01-03 10:40:00,96,66
2024-01-03 10:41:00,13,1,2024-01-03 10:41:00,93,69
2024-01-03 10:42:00,14,4,2024-01-03 10:42:00,97,71
2024-01-03 10:43:00,11,2,2024-01-03 10:43:00,105,66
2024-01-03 10:44:00,5,0,2024-01-03 10:44:00,108,53
2024-01-03 10:45:00,15,2,2024-01-03 10:45:00,106,54
2024-01-03 10:46:00,7,2,2024-01-03 10:46:00,113,46
2024-01-03 10:47:00,7,0,2024-01-03 10:47:00,108,51
2024-01-03 10:48:00,8,2,2024-01-03 10:48:00,102,57
2024-01-03 10:49:00,17,4,2024-01-03 10:49:00,119,36
2024-01-03 10:50:00,11,2,2024-01-03 10:50:00,123,45
2024-01-03 10:51:00,11,4,2024-01-03 10:51:00,147,29
2024-01-03 10:52:00,10,4,2024-01-03 10:52:00,149,26
2024-01-03 10:53:00,11,4,2024-01-03 10:53:00,139,35
2024-01-03 10:54:00,9,2,2024-01-03 10:54:00,132,42
2024-01-03 10:55:00,15,2,2024-01-03 10:55:00,132,41
2024-01-03 10:56:00,7,2,2024-01-03 10:56:00,148,25
2024-01-03 10:57:00,7,3,2024-01-03 10:57:00,136,35
2024-01-03 10:58:00,11,1,2024-01-03 10:58:00,120,39
2024-01-03 10:59:00,11,1,2024-01-03 10:59:00,108,42
2024-01-03 11:00:00,10,2,2024-01-03 11:00:00,113,37
2024-01-03 11:01:00,13,3,2024-01-03 11:01:00,122,39
2024-01-03 11:02:00,16,2,2024-01-03 11:02:00,129,33
2024-01-03 11:03:00,10,1,2024-01-03 11:03:00,125,37
2024-01-03 11:04:00,9,4,2024-01-03 11:04:00,118,45
2024-01-03 11:05:00,11,1,2024-01-03 11:05:00,125,33
2024-01-03 11:06:00,4,0,2024-01-03 11:06:00,119,32
2024-01-03 11:07:00,13,1,2024-01-03 11:07:00,121,27
2024-01-03 11:08:00,14,1,2024-01-03 11:08:00,114,34
2024-01-03 11:09:00,14,1,2024-01-03 11:09:00,108,40
2024-01-03 11:10:00,10,3,2024-01-03 11:10:00,114,36
2024-01-03 11:11:00,19,3,2024-01-03 11:11:00,107,43
2024-01-03 11:12:00,6,1,2024-01-03 11:12:00,92,59
2024-01-03 11:13:00,13,3,2024-01-03 11:13:00,104,56
2024-01-03 11:14:00,9,2,2024-01-03 11:14:00,104,60
2024-01-03 11:15:00,12,5,2024-01-03 11:15:00,112,51
2024-01-03 11:16:00,10,1,2024-01-03 11:16:00,118,45
2024-01-03 11:17:00,7,1,2024-01-03 11:17:00,121,42
2024-01-03 11:18:00,7,1,2024-01-03 11:18:00,120,43
2024-01-03 11:19:00,17,5,2024-01-03 11:19:00,130,33
2024-01-03 11:20:00,10,0,2024-01-03 11:20:00,132,32
2024-01-03 11:21:00,9,4,2024-01-03 11:21:00,131,33
2024-01-03 11:22:00,8,3,2024-01-03 11:22:00,123,42
2024-01-03 11:23:00,8,3,2024-01-03 11:23:00,138,34
2024-01-03 11:24:00,10,3,2024-01-03 11:24:00,139,33
